customer_number,status_1,customer_attention,customer_name,address_1,address_2,address_3,city,province,postal,country,phone,Company Email Address,Admin First Name,Admin Last Name,Admin Email Address,credit_limit,credit_available
157324,6,DEFAULT,NINE ENERGY CANADA INC,253 BURNT PARK DRIVE,,,RED DEER COUNTY,AB,T4S 0K7,CAN,403-946-5683,AR157324@pal.ca,.,NINE ENERGY CANADA INC,Admin157324@pal.ca,0,0
157327,6,DEFAULT,JOHN EQUIPMENT SALES,4020 LEITRIM RD,,,GLOUCESTER,ON,K1G 3N4,CAN,613-822-1560,AR157327@pal.ca,.,JOHN EQUIPMENT SALES,Admin157327@pal.ca,0,0
157328,6,DEFAULT,P.S.I****ACCT CLOSED**********,4210-51 AVE,,,EDMONTON,AB,T6B 3B5,CAN,780-452-1594,AR157328@pal.ca,.,P.S.I****ACCT CLOSED**********,Admin157328@pal.ca,0,0
157329,A,DEFAULT,YORK 1 SHORING & FOUNDATIONS,580 HAZELHURST RD,,,MISSISSAUGA,ON,L5J 2Z7,CAN,905-822-3000,AR157329@pal.ca,.,YORK 1 SHORING & FOUNDATIONS,Admin157329@pal.ca,2000,2000
157374,6,DEFAULT,PRAIRIE MINES&ROYALTY BIENFAIT,PO BOX 399,,,BIENFAIT,SK,S0C 0M0,CAN,306-388-2911,AR157374@pal.ca,.,PRAIRIE MINES&ROYALTY BIENFAIT,Admin157374@pal.ca,0,0
157400,6,DEFAULT,CORRPRO****ACCT CLOSED******,10848 214 ST,,,EDMONTON,AB,T5S 2A7,CAN,780-447-4565,AR157400@pal.ca,.,CORRPRO****ACCT CLOSED******,Admin157400@pal.ca,0,0
157404,3,DEFAULT,S W WEEKS CONST LTD,PO BOX 760,,,NEW GLASGOW,NS,B2H 5G2,CAN,902-755-3777,AR157404@pal.ca,.,S W WEEKS CONST LTD,Admin157404@pal.ca,2000,2000
157439,5,DEFAULT,BEAUSEJOUR TOWN OF,PO BOX 1028,,,BEAUSEJOUR,MB,R0E 0C0,CAN,204-268-7554,AR157439@pal.ca,.,BEAUSEJOUR TOWN OF,Admin157439@pal.ca,1000,1000
157464,A,DEFAULT,NORTHERN FIBRE TERMINAL INC,201 - 1883 UPPER WATER ST,,,HALIFAX,NS,B3J 1S9,CAN,902-422-3030,AR157464@pal.ca,.,NORTHERN FIBRE TERMINAL INC,Admin157464@pal.ca,1000,1000
157468,3,DEFAULT,SERVICE DOOR,1340 MIDWAY BLVD,,,MISSISSAUGA,ON,L5T 2G8,CAN,905-670-1200,AR157468@pal.ca,.,SERVICE DOOR,Admin157468@pal.ca,2500,2500
157502,6,DEFAULT,APEX OILFIELD **ACCT CLOSED**,RR 2 SITE 33 BOX 33,,,GRANDE PRAIRIE,AB,T8V 2Z9,CAN,780-513-0133,AR157502@pal.ca,.,APEX OILFIELD **ACCT CLOSED**,Admin157502@pal.ca,0,0
157504,6,DEFAULT,CANADA WEST FOODS(MB)*CLOSED**,41 PAQUIN RD,,,WINNIPEG,MB,R2J 3V9,CAN,204-667-9903,AR157504@pal.ca,.,CANADA WEST FOODS(MB)*CLOSED**,Admin157504@pal.ca,0,0
157506,5,DEFAULT,DEPENDABLE TURBINES,17930 ROAN PL,,,SURREY,BC,V3S 5K1,CAN,604-576-3175,AR157506@pal.ca,.,DEPENDABLE TURBINES,Admin157506@pal.ca,1000,1000
157511,5,DEFAULT,BEERSVILLE FD,82 MAIN ST,,,REXTON,NB,E4W 5N4,CAN,506-523-7604,AR157511@pal.ca,.,BEERSVILLE FD,Admin157511@pal.ca,2000,2000
157518,6,DEFAULT,WOODBINE ENTERTAINMENT GRP,BOX 156,,,TORONTO,ON,M9W 5L2,CAN,416-675-3993,AR157518@pal.ca,.,WOODBINE ENTERTAINMENT GRP,Admin157518@pal.ca,0,0
157548,A,DEFAULT,LINK DRILLING LTD,RR 2 SITE 9-19,,,NEW LISKEARD,ON,P0J 1P0,CAN,705-647-7046,AR157548@pal.ca,.,LINK DRILLING LTD,Admin157548@pal.ca,5000,5000
157558,A,DEFAULT,GREEN VALLEY STOCK FARM LTD,PO BOX 277,,,SWAN RIVER,MB,R0L 1Z0,CAN,204-525-4273,AR157558@pal.ca,.,GREEN VALLEY STOCK FARM LTD,Admin157558@pal.ca,500,500
157573,A,DEFAULT,SHELDONS ENGINEERING,6660A ORDAN DR,,,MISSISSAUGA,ON,L5T 1J7,CAN,905-602-4334,AR157573@pal.ca,.,SHELDONS ENGINEERING,Admin157573@pal.ca,1000,1000
157588,3,DEFAULT,JAMES ROSS LIMITED,4503 ROWSOME RD E,,,ELIZABETHTOWN,ON,K6T 1A9,CAN,613-342-7734,AR157588@pal.ca,.,JAMES ROSS LIMITED,Admin157588@pal.ca,5000,5000
157596,A,DEFAULT,SUPERIOR VAULT CO,PO BOX 237,,,MISSISSAUGA,ON,L5M 2B8,CAN,905-826-2870,AR157596@pal.ca,.,SUPERIOR VAULT CO,Admin157596@pal.ca,2500,2500
157609,A,DEFAULT,AGLAND,PO BOX 10039 RPP 10,,,LLOYDMINSTER,AB,T9V 3A2,CAN,780-875-4471,AR157609@pal.ca,.,AGLAND,Admin157609@pal.ca,3000,3000
157621,5,DEFAULT,KEN SHAW LEXUS TOYOTA,2336 ST CLAIR AVE W,,,TORONTO,ON,M6N 1K8,CAN,416-766-1155,AR157621@pal.ca,.,KEN SHAW LEXUS TOYOTA,Admin157621@pal.ca,2000,2000
157675,6,DEFAULT,SHOPPERS WORLD**ACCT CLOSED**,56 499 MAIN ST S,,,BRAMPTON,ON,L6Y 1N7,CAN,905-459-1337,AR157675@pal.ca,.,SHOPPERS WORLD**ACCT CLOSED**,Admin157675@pal.ca,0,0
157706,5,DEFAULT,PERTH EAST TOWNSHIP,PO BOX 455,25 MILL ST EAST,,MILVERTON,ON,N0K 1M0,CAN,519-595-2800,AR157706@pal.ca,.,PERTH EAST TOWNSHIP,Admin157706@pal.ca,1500,1500
157714,6,DEFAULT,FISHER LANDSCAPE & GOLF,SUPPLIES,5299 DORCHESTER ROAD,,BELMONT,ON,N0L 1B0,CAN,519-269-9903,AR157714@pal.ca,.,FISHER LANDSCAPE & GOLF,Admin157714@pal.ca,0,0
157715,3,DEFAULT,GREAT NORTHERN PLUMBING,8 343 FORGE RD SE,,,CALGARY,AB,T2H 0S9,CAN,403-777-0813,AR157715@pal.ca,.,GREAT NORTHERN PLUMBING,Admin157715@pal.ca,3000,3000
157720,6,DEFAULT,STEEL TECHNOLOGIES,16 CHERRY BLOSSOM RD,,,CAMBRIDGE,ON,N3H 4R7,CAN,519-653-2880,AR157720@pal.ca,.,STEEL TECHNOLOGIES,Admin157720@pal.ca,0,0
157721,6,DEFAULT,RIVERSIDE RM OF**ACCT CLOSED**,PO BOX 126,,,DUNREA,MB,R0K 0S0,CAN,204-776-2113,AR157721@pal.ca,.,RIVERSIDE RM OF**ACCT CLOSED**,Admin157721@pal.ca,0,0
157778,6,DEFAULT,CARRIERE BERNIER LTD,25 CHEMIN PETIT BERNIER,CP 548,,ST-JEAN SUR RICHELIEU,QC,J3B 6Z8,CAN,450-349-3503,AR157778@pal.ca,.,CARRIERE BERNIER LTD,Admin157778@pal.ca,0,0
157785,A,DEFAULT,ADVANCED CONST TECHNIQUES,3935 LLOYDTOWN AURORA RD,,,KING,ON,L7B 0E7,CAN,905-939-7755,AR157785@pal.ca,.,ADVANCED CONST TECHNIQUES,Admin157785@pal.ca,6000,6000
157788,3,DEFAULT,WEYBURN CITY WORKS DEPT,55 16 ST,,,WEYBURN,SK,S4H 2K6,CAN,306-848-3290,AR157788@pal.ca,.,WEYBURN CITY WORKS DEPT,Admin157788@pal.ca,1000,1000
157811,6,DEFAULT,MUSCLE MATE EQUIP**ACCT CLOSED,3041 DU PLATEAU,ATT:JASON,,VAUDREUIL,QC,J7V 8P2,CAN,450-455-8030,AR157811@pal.ca,.,MUSCLE MATE EQUIP**ACCT CLOSED,Admin157811@pal.ca,0,0
157812,A,DEFAULT,AIRPORT TRUCK SERVICE,1828 DREW RD,,,MISSISSAUGA,ON,L5S 1J6,CAN,905-677-0100,AR157812@pal.ca,.,AIRPORT TRUCK SERVICE,Admin157812@pal.ca,1500,1500
157816,6,DEFAULT,CORRECT****ACCT CLOSED****,2870 SHEFFIELD RD,,,OTTAWA,ON,K1B 3V9,CAN,613-749-2010,AR157816@pal.ca,.,CORRECT****ACCT CLOSED****,Admin157816@pal.ca,0,0
157824,A,DEFAULT,SORA GROUP INC,150 RIVERMEDE RD # 202,,,CONCORD,ON,L4K 3M8,CAN,905-856-6646,AR157824@pal.ca,.,SORA GROUP INC,Admin157824@pal.ca,5000,5000
157828,3,DEFAULT,KAWARTHA PINE RIDGE DIST SCH B,BOX 719,1994 FISHER DR,,PETERBOROUGH,ON,K9J 7A1,CAN,705-742-9773,AR157828@pal.ca,.,KAWARTHA PINE RIDGE DIST SCH B,Admin157828@pal.ca,7000,7000
157918,6,DEFAULT,HALLMARK***ACCT CLOSED***,34 RACINE RD,,,TORONTO,ON,M9W 2Z3,CAN,416-748-0330,AR157918@pal.ca,.,HALLMARK***ACCT CLOSED***,Admin157918@pal.ca,0,0
158060,A,DEFAULT,EMERSON CONTRACTING LTD,PO BOX 215,,,MINITONAS,MB,R0L 1G0,CAN,204-525-4361,AR158060@pal.ca,.,EMERSON CONTRACTING LTD,Admin158060@pal.ca,3000,3000
158079,6,DEFAULT,STANTEC OTTAWA**ACCT CLOSED**,200 2781 LANCASTER RD,,,OTTAWA,ON,K1B 1A7,CAN,613-738-0708,AR158079@pal.ca,.,STANTEC OTTAWA**ACCT CLOSED**,Admin158079@pal.ca,0,0
158103,3,DEFAULT,NEW FLYER INDUSTRIES,711 KERNAGHAN AVE,ATTN MARIA JUCO A/P,,WINNIPEG,MB,R2C 3T4,CAN,204-224-1251,AR158103@pal.ca,.,NEW FLYER INDUSTRIES,Admin158103@pal.ca,2000,2000
158124,6,DEFAULT,AUTRANS CORP**ACCT CLOSED**,P.O. BOX #43,,,INGERSOLL,ON,N5K 3K1,CAN,519-425-0999,AR158124@pal.ca,.,AUTRANS CORP**ACCT CLOSED**,Admin158124@pal.ca,0,0
158135,6,DEFAULT,ELMTREE RESOURCES LTD,PO BOX 665,,,BATHURST,NB,E2A 3Z6,CAN,506-546-6382,AR158135@pal.ca,.,ELMTREE RESOURCES LTD,Admin158135@pal.ca,0,0
158136,6,DEFAULT,GLOBAL POWER TECHNOLOGIES INC,16 7875 57 ST SE,,,CALGARY,AB,T2C 5K7,CAN,403-236-5556,AR158136@pal.ca,.,GLOBAL POWER TECHNOLOGIES INC,Admin158136@pal.ca,0,0
158159,6,DEFAULT,CH2MHILL-OMI CANADA,PO BOX 241329,ATTN ACCOUNTS PAYABLE,,DENVER,CO,80224,USA,519-899-2289,AR158159@pal.ca,.,CH2MHILL-OMI CANADA,Admin158159@pal.ca,0,0
158160,5,DEFAULT,OCEAN TRAILER - EDMONTON,15205 131 AVE NW,,,EDMONTON,AB,T5V 0A4,CAN,780-447-7373,AR158160@pal.ca,.,OCEAN TRAILER - EDMONTON,Admin158160@pal.ca,1500,1500
158175,A,DEFAULT,BAILEY METAL PROD ONTARIO,1 CALDARI RD,,,CONCORD,ON,L4K 3Z9,CAN,905-738-9267,AR158175@pal.ca,.,BAILEY METAL PROD ONTARIO,Admin158175@pal.ca,2000,2000
158201,6,DEFAULT,P A SOUNDWORKS EX,3300 2ND AVE W,,,PRINCE ALBERT,SK,S6V 5E9,CAN,306-922-0606,AR158201@pal.ca,.,P A SOUNDWORKS EX,Admin158201@pal.ca,0,0
158224,6,DEFAULT,OVERHEAD DOOR BRANDON EX,SITE 405 BOX 18,RR 4 STN MAIN,,BRANDON,MB,R7A 5Y4,CAN,204-725-0540,AR158224@pal.ca,.,OVERHEAD DOOR BRANDON EX,Admin158224@pal.ca,0,0
158225,A,DEFAULT,CANADIAN STEBBINS ENG & MFG,2373 STEVENAGE DR,,,OTTAWA,ON,K1G 3W1,CAN,613-737-2800,AR158225@pal.ca,.,CANADIAN STEBBINS ENG & MFG,Admin158225@pal.ca,3000,3000
158378,5,DEFAULT,A B A MACHINE & WELD,654 WELHAM RD,,,BARRIE,ON,L4N 9A1,CAN,705-721-7807,AR158378@pal.ca,.,A B A MACHINE & WELD,Admin158378@pal.ca,1000,1000
158379,A,DEFAULT,TRI-STAR METAL STAMPINGS INC,2-1267 KERRISDALE BLVD,,,NEWMARKET,ON,L3Y 8W1,CAN,905-853-5583,AR158379@pal.ca,.,TRI-STAR METAL STAMPINGS INC,Admin158379@pal.ca,1000,1000
158463,5,DEFAULT,NOV CANADA ULC - DRECO ENERGY,NOV ASEP ELMAR - (DYNAWINCH) DIV,6771 84TH STREET SE,,CALGARY,AB,T2C 4T6,CAN,403-319-2333,AR158463@pal.ca,.,NOV CANADA ULC - DRECO ENERGY,Admin158463@pal.ca,2000,2000
158471,A,DEFAULT,ROSBOROUGH BOATS,PO BOX 70,,,LAKESIDE,NS,B3T 1M6,CAN,902-450-3262,AR158471@pal.ca,.,ROSBOROUGH BOATS,Admin158471@pal.ca,1000,1000
158472,6,DEFAULT,SUPERVISOR VESSEL SUPPORT - BI,PO BOX 1006,1 CHALLENGER DR,,DARTMOUTH,NS,B2Y 4A2,CAN,902-426-2142,AR158472@pal.ca,.,SUPERVISOR VESSEL SUPPORT - BI,Admin158472@pal.ca,0,0
158474,6,DEFAULT,TERRAPRO CORP***ACCT CLOSED***,145 LORETTA AVE N,,,OTTAWA,ON,K1Y 2J7,CAN,613-248-8383,AR158474@pal.ca,.,TERRAPRO CORP***ACCT CLOSED***,Admin158474@pal.ca,0,0
158477,6,DEFAULT,WORLD FABRICATORS LTD,13135-116 AVE,,,SURREY,BC,V3R 2S8,CAN,604-580-3337,AR158477@pal.ca,.,WORLD FABRICATORS LTD,Admin158477@pal.ca,0,0
158530,3,DEFAULT,CROWN AUTOMATED FEEDERS,1346 OSPREY DR,,,ANCASTER,ON,L9G 4V5,CAN,905-648-8975,AR158530@pal.ca,.,CROWN AUTOMATED FEEDERS,Admin158530@pal.ca,2000,2000
158533,A,DEFAULT,GEORGE W DRUMMOND LTD,30 RIDEAU HEIGHTS DR,,,NEPEAN,ON,K2E 7A6,CAN,613-226-4440,AR158533@pal.ca,.,GEORGE W DRUMMOND LTD,Admin158533@pal.ca,2000,2000
158536,6,DEFAULT,IMPACT AUTO AUCTIONS HAMILTON,406 LAKE AVE,,,HAMILTON,ON,L8E 3C2,CAN,905-560-4045,AR158536@pal.ca,.,IMPACT AUTO AUCTIONS HAMILTON,Admin158536@pal.ca,0,0
158537,6,DEFAULT,A RAYMOND TINNERMAN MFG,"HAMILTON, INC",PO BOX 2492,,HAMILTON,ON,L8H 5Z4,CAN,905-549-4661,AR158537@pal.ca,.,A RAYMOND TINNERMAN MFG,Admin158537@pal.ca,0,0
158552,6,DEFAULT,G H STEWART CONST EX,1118 BRODIE DR,RR 4,,ORILLIA,ON,L3V 6H4,CAN,705-326-2123,AR158552@pal.ca,.,G H STEWART CONST EX,Admin158552@pal.ca,0,0
158553,6,DEFAULT,PINTER & ASSOCIATES LTD,710A 48 ST E,,,SASKATOON,SK,S7K 5B4,CAN,306-244-1710,AR158553@pal.ca,.,PINTER & ASSOCIATES LTD,Admin158553@pal.ca,0,0
158563,6,DEFAULT,SOMIVAL INC**ACCT CLOSED**,108 RUE DE NOVICIAT CP 278,ATT:PATRICK DUGUAY,,LAC AU SAUMON,QC,G0J 1M0,CAN,418-778-5877,AR158563@pal.ca,.,SOMIVAL INC**ACCT CLOSED**,Admin158563@pal.ca,0,0
158575,6,DEFAULT,MENZIES AVIATION FUELING,CANADA LTD,"10 CARLSON COURT, SUITE 300",,TORONTO,ON,M9W 6A2,CAN,613-247-8722,AR158575@pal.ca,.,MENZIES AVIATION FUELING,Admin158575@pal.ca,0,0
158577,6,DEFAULT,WAJAX POWER SYSTEMS GR PR,2200 52ND AVE,,,LACHINE,QC,H8T 2Y3,CAN,780-532-2396,AR158577@pal.ca,.,WAJAX POWER SYSTEMS GR PR,Admin158577@pal.ca,0,0
158579,6,DEFAULT,HART BUTTE #11 RM OF,PO BOX 210,209-1ST ST SE,,CORONACH,SK,S0H 0Z0,CAN,306-267-2005,AR158579@pal.ca,.,HART BUTTE #11 RM OF,Admin158579@pal.ca,0,0
158605,5,DEFAULT,EROSION CONTROL BLANKET.COM,PO BOX 69,,,RIVERTON,MB,R0C 2R0,CAN,204-378-2142,AR158605@pal.ca,.,EROSION CONTROL BLANKET.COM,Admin158605@pal.ca,2000,2000
158623,3,DEFAULT,DYNAMIC CONCRETE CALGARY,10720 48TH ST SE,,,CALGARY,AB,T2C 3E1,CAN,403-236-9511,AR158623@pal.ca,.,DYNAMIC CONCRETE CALGARY,Admin158623@pal.ca,3000,3000
158626,6,DEFAULT,GRIMM'S FINE FOODS RICHMOND,100-10991 SHELLBRIDGE WAY,,,RICHMOND,BC,V6X 3C6,CAN,604-717-6054,AR158626@pal.ca,.,GRIMM'S FINE FOODS RICHMOND,Admin158626@pal.ca,0,0
158629,6,DEFAULT,SIMMONS TIRE & SERVICE CENTER,ATTN: ANDY SIMMONS,31 OLD BONNIE BAY RD,,DEER LAKE,NL,A8A 1X7,CAN,709-635-5641,AR158629@pal.ca,.,SIMMONS TIRE & SERVICE CENTER,Admin158629@pal.ca,0,0
158654,A,DEFAULT,GLASSROLL FABRICATION INC,750 MILLWAY AVE UNIT #2,,,VAUGHAN,ON,L4K 3T7,CAN,905-532-9941,AR158654@pal.ca,.,GLASSROLL FABRICATION INC,Admin158654@pal.ca,2000,2000
158655,6,DEFAULT,CLEAR***ACCT CLOSED***,22429 TWP 552,,,STURGEON COUNTY,AB,T8L 5G4,CAN,780-410-1960,AR158655@pal.ca,.,CLEAR***ACCT CLOSED***,Admin158655@pal.ca,0,0
158656,5,DEFAULT,ARC-FAB INDUSTRIES EX,BOX 37 RR 1,,,STE ANNE,MB,R5H 1R1,CAN,204-355-9595,AR158656@pal.ca,.,ARC-FAB INDUSTRIES EX,Admin158656@pal.ca,1000,1000
158685,6,DEFAULT,ARMTEC - CANADA CULVERT GR PR,8402 111A ST,,,GRANDE PRAIRIE,AB,T8V 5L3,CAN,780-532-3224,AR158685@pal.ca,.,ARMTEC - CANADA CULVERT GR PR,Admin158685@pal.ca,0,0
158688,A,DEFAULT,TROUT RIVER INDUSTRIES INC,32 TROUT RIVER RD,,,COLEMAN,PE,C0B 1H0,CAN,902-859-1200,AR158688@pal.ca,.,TROUT RIVER INDUSTRIES INC,Admin158688@pal.ca,5000,5000
158694,6,DEFAULT,SARENS CANADA**ACCOUNT CLOSED*,1901 5 ST,,,NISKU,AB,T9E 7V7,CAN,780-955-7564,AR158694@pal.ca,.,SARENS CANADA**ACCOUNT CLOSED*,Admin158694@pal.ca,0,0
158730,6,DEFAULT,FORT*****ACCCT CLOSED******,PO BOX 1420,,,FORT MACLEOD,AB,T0L 0Z0,CAN,403-553-4425,AR158730@pal.ca,.,FORT*****ACCCT CLOSED******,Admin158730@pal.ca,0,0
158740,6,DEFAULT,CRANDALL UNIV**ACCT CLOSED**,PO BOX 6004,,,MONCTON,NB,E1C 9L7,CAN,506-858-8970,AR158740@pal.ca,.,CRANDALL UNIV**ACCT CLOSED**,Admin158740@pal.ca,0,0
158754,5,DEFAULT,BOLZANO TOOL & DIE LTD,5185 HENNIN DRIVE,,,OLD CASTLE,ON,N0R 1L0,CAN,519-737-6682,AR158754@pal.ca,.,BOLZANO TOOL & DIE LTD,Admin158754@pal.ca,1000,1000
158798,6,DEFAULT,HURLEY WELL SERVICE LTD,3901 100 ST,,,GRANDE PRAIRIE NO 1,AB,T8W 5A8,CAN,780-539-9430,AR158798@pal.ca,.,HURLEY WELL SERVICE LTD,Admin158798@pal.ca,0,0
158802,A,DEFAULT,SILVERTIP GOLF COURSE,2000 SILVERTIP TRAIL,,,CANMORE,AB,T1W 3J4,CAN,403-678-1600,AR158802@pal.ca,.,SILVERTIP GOLF COURSE,Admin158802@pal.ca,2000,2000
158803,6,DEFAULT,TECUMSEH PROD OF CA**CLOSED***,PO BOX 7305,LONDON STN MAIN,,LONDON,ON,N5Y 5T1,CAN,519-765-1556,AR158803@pal.ca,.,TECUMSEH PROD OF CA**CLOSED***,Admin158803@pal.ca,0,0
158804,9,DEFAULT,TORONTO PARKING MANAGEMENT & S,1944 MATHAWA AVE,,,MISSISSAUGA,ON,L4X 1K1,CAN,905-272-7171,AR158804@pal.ca,.,TORONTO PARKING MANAGEMENT & S,Admin158804@pal.ca,0,0
158839,A,DEFAULT,THOMSON'S SEPTIC TANK SERV INC,2135 NORTH YORK RIVER RD - RTE 248,,,WARREN GROVE,PE,C0A 1H5,CAN,902-566-2324,AR158839@pal.ca,.,THOMSON'S SEPTIC TANK SERV INC,Admin158839@pal.ca,1000,1000
158879,6,DEFAULT,B & RM ENT,BOX 408,,,BALA,ON,P0C 1A0,CAN,705-762-0193,AR158879@pal.ca,.,B & RM ENT,Admin158879@pal.ca,0,0
158884,6,DEFAULT,ENTERPRISE STEEL FABRICATORS,1655 DILWORTH DR,,,KELOWNA,BC,V1Y 8M4,CAN,250-762-3131,AR158884@pal.ca,.,ENTERPRISE STEEL FABRICATORS,Admin158884@pal.ca,0,0
158900,5,DEFAULT,PACIFIC ACADEMY,10238 168 ST,,,SURREY,BC,V4N 1Z4,CAN,604-581-5353,AR158900@pal.ca,.,PACIFIC ACADEMY,Admin158900@pal.ca,1500,1500
158923,6,DEFAULT,FIELD AVIATION EX MISSISSAUGA,2450 DERRY RD E HANGAR 2,,,MISSISSAUGA,ON,L5S 1B2,CAN,905-676-1540,AR158923@pal.ca,.,FIELD AVIATION EX MISSISSAUGA,Admin158923@pal.ca,0,0
158947,1,DEFAULT,EISNOR'S FORESTRY CONTRACTING,261 CORWALL RD,BOX 5 RR#3,,MAHONE BAY,NS,B0J 2E0,CAN,902-624-0871,AR158947@pal.ca,.,EISNOR'S FORESTRY CONTRACTING,Admin158947@pal.ca,0,0
158951,6,DEFAULT,TALMOLDER,325 LIMESTONE CRES,,,DOWNSVIEW,ON,M3J 2R1,CAN,416-736-1991,AR158951@pal.ca,.,TALMOLDER,Admin158951@pal.ca,0,0
159009,A,DEFAULT,COATINGS 85 LTD,7007 DAVAND DR,,,MISSISSAUGA,ON,L5T 1L5,CAN,905-564-1711,AR159009@pal.ca,.,COATINGS 85 LTD,Admin159009@pal.ca,2500,2500
159010,5,DEFAULT,EDWARDS DOOR SYSTEMS,147 STRONACH CR,,,LONDON,ON,N5V 3G5,CAN,519-659-0452,AR159010@pal.ca,.,EDWARDS DOOR SYSTEMS,Admin159010@pal.ca,1500,1500
159014,5,DEFAULT,HERITAGE STONEWORKS LTD,85 HOWARD PL,,,KITCHENER,ON,N2K 2Z4,CAN,519-744-2261,AR159014@pal.ca,.,HERITAGE STONEWORKS LTD,Admin159014@pal.ca,1000,1000
159015,6,DEFAULT,PARCOLL PRODUCTS,580 MAIN ST W  BOX 427,,,WINCHESTER,ON,K0C 2K0,CAN,613-774-2366,AR159015@pal.ca,.,PARCOLL PRODUCTS,Admin159015@pal.ca,0,0
159018,6,DEFAULT,SLEEP COUNTRY CANADA INC,7920 AIRPORT RD,,,BRAMPTON,ON,L6T 4N8,CAN,416-242-4774,AR159018@pal.ca,.,SLEEP COUNTRY CANADA INC,Admin159018@pal.ca,0,0
159064,3,DEFAULT,BLACKS HARBOUR VILLAGE OF,65 WALLACE COVE RD,,,BLACKS HARBOUR,NB,E5H 1G9,CAN,506-456-4870,AR159064@pal.ca,.,BLACKS HARBOUR VILLAGE OF,Admin159064@pal.ca,2000,2000
159066,6,DEFAULT,CANADA SAFEWAY**ACCT CLOSED**,1100 KING EDWARD ST,,,WINNIPEG,MB,R3H 0R2,CAN,204-631-4482,AR159066@pal.ca,.,CANADA SAFEWAY**ACCT CLOSED**,Admin159066@pal.ca,0,0
159068,A,DEFAULT,JAGARE RIDGE GOLF CLUB,14931 9 AVE,,,EDMONTON,AB,T6W 1A4,CAN,780-438-1800,AR159068@pal.ca,.,JAGARE RIDGE GOLF CLUB,Admin159068@pal.ca,1500,1500
159109,6,DEFAULT,ALBARRIE CANADA,85 MORROW RD,,,BARRIE,ON,L4N 3V7,CAN,705-737-0551,AR159109@pal.ca,.,ALBARRIE CANADA,Admin159109@pal.ca,0,0
159111,3,DEFAULT,HAIN CELESTIAL CANADA,5675 KEATON CRES,,,MISSISSAUGA,ON,L5R 3G3,CAN,905-568-0700,AR159111@pal.ca,.,HAIN CELESTIAL CANADA,Admin159111@pal.ca,2000,2000
159117,3,DEFAULT,QSI INTERIORS LTD WINNIPEG,1 - 975 THOMAS AVE,ATTN: PAT,,WINNIPEG,MB,R2L 1P7,CAN,204-953-1200,AR159117@pal.ca,.,QSI INTERIORS LTD WINNIPEG,Admin159117@pal.ca,2000,2000
159121,6,DEFAULT,UNIVEX (CANADA)**ACCT CLOSED**,PO BOX 5160 STN F,,,OTTAWA,ON,K2C 3H4,CAN,613-526-1500,AR159121@pal.ca,.,UNIVEX (CANADA)**ACCT CLOSED**,Admin159121@pal.ca,0,0
159170,A,DEFAULT,HAWKINS LAKE VOLUNTEER FIREFIG,BOX 36,,,EAGLE CREEK,BC,V0K 1L0,CAN,250-397-2603,AR159170@pal.ca,.,HAWKINS LAKE VOLUNTEER FIREFIG,Admin159170@pal.ca,500,500
159178,3,DEFAULT,L&A METALWORKS INC,PO BOX 371,STN A,,FREDERICTON,NB,E3B 4Z9,CAN,506-458-1100,AR159178@pal.ca,.,L&A METALWORKS INC,Admin159178@pal.ca,2000,2000
159192,6,DEFAULT,HUGH *****ACCT CLOSED*********,2795 FRENCHVALE RD,,,FRENCHVALE,NS,B2A 4E8,CAN,902-794-2611,AR159192@pal.ca,.,HUGH *****ACCT CLOSED*********,Admin159192@pal.ca,0,0
159228,A,DEFAULT,FREEWAY WASHER LTD,1820 MEYERSIDE DR,,,MISSISSAUGA,ON,L5T 1B4,CAN,905-564-2288,AR159228@pal.ca,.,FREEWAY WASHER LTD,Admin159228@pal.ca,1500,1500
159229,6,DEFAULT,HOERBIGER CANADA LTD EDMONTON,BOX 3427,441 SOUTH AVENUE,,SPRUCE GROVE,AB,T7X 3A7,CAN,780-960-6656,AR159229@pal.ca,.,HOERBIGER CANADA LTD EDMONTON,Admin159229@pal.ca,0,0
159231,A,DEFAULT,TERRALINK HORTICULTURE INC,464 RIVERSIDE RD S,,,ABBOTSFORD,BC,V2S 7M1,CAN,604-864-9044,AR159231@pal.ca,.,TERRALINK HORTICULTURE INC,Admin159231@pal.ca,2500,2500
159260,6,DEFAULT,BELT MASTER,3 - 855 MATHESON BLVD E,,,MISSISSAUGA,ON,L4W 4L6,CAN,905-501-7704,AR159260@pal.ca,.,BELT MASTER,Admin159260@pal.ca,0,0
159265,6,DEFAULT,CARGILL VALUE ADDED MEATS,10 CUDDY BLVD,,,LONDON,ON,N5V 3S9,CAN,519-453-4996,AR159265@pal.ca,.,CARGILL VALUE ADDED MEATS,Admin159265@pal.ca,0,0
159298,5,DEFAULT,AKHURST MACHINERY,6176 KESTREL ROAD,,,MISSISSAUGA,ON,L5T 1Z2,CAN,905-670-0924,AR159298@pal.ca,.,AKHURST MACHINERY,Admin159298@pal.ca,1500,1500
159325,6,DEFAULT,AIRCRAFT SALES**ACCT CLOSED**,PO BOX 995,,,VERNON,BC,V1T 6N2,CAN,250-549-1102,AR159325@pal.ca,.,AIRCRAFT SALES**ACCT CLOSED**,Admin159325@pal.ca,0,0
159326,5,DEFAULT,GREENFIELD GLOBAL INC,501-6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,CAN,905-790-7500,AR159326@pal.ca,.,GREENFIELD GLOBAL INC,Admin159326@pal.ca,1000,1000
