parent_id,id,name,data
2949,2975,Matrices de fileteuses de tuyau,{ "url": "/hand-tools/hand-tools/plumbing-tools/pipe-threader-dies/" }
2949,2983,Ensembles de fileteuses de tuyau,{ "url": "/hand-tools/hand-tools/plumbing-tools/pipe-threader-sets/" }
2949,2965,Brosses de plombier,{ "url": "/hand-tools/hand-tools/plumbing-tools/plumbers-brushes/" }
2949,2959,Débouchoirs de renvoi et tarières,{ "url": "/hand-tools/hand-tools/plumbing-tools/plumbing-snakes-and-augers/" }
2949,2978,Ensembles d’outils de plomberie,{ "url": "/hand-tools/hand-tools/plumbing-tools/plumbing-tool-sets/" }
2949,2953,Outils de retrait de bague de sertissage,{ "url": "/hand-tools/hand-tools/plumbing-tools/ring-remover-tools/" }
688,3129,Outils d’arrachage et de cintrage,{ "url": "/hand-tools/hand-tools/prying-and-bending-tools/" }
3129,3149,Outils pour terrasse,{ "url": "/hand-tools/hand-tools/prying-and-bending-tools/deck-tools/" }
3129,3144,Arrache-clous,{ "url": "/hand-tools/hand-tools/prying-and-bending-tools/nail-pullers/" }
3129,3135,Cintreuses pour tuyaux/tubes,{ "url": "/hand-tools/hand-tools/prying-and-bending-tools/pipe-tube-benders/" }
3129,3133,Ensembles de leviers/barres de démolition,{ "url": "/hand-tools/hand-tools/prying-and-bending-tools/pry-wrecking-bar-sets/" }
3129,3140,Leviers/barres de démolition,{ "url": "/hand-tools/hand-tools/prying-and-bending-tools/pry-wrecking-bars/" }
688,912,Poinçons et ciseaux,{ "url": "/hand-tools/hand-tools/punches-and-chisels/" }
912,1030,Poinçons à centrer,{ "url": "/hand-tools/hand-tools/punches-and-chisels/centre-punches/" }
912,962,Ciseaux à froid,{ "url": "/hand-tools/hand-tools/punches-and-chisels/cold-chisels/" }
912,972,Ciseaux d’électriciens,{ "url": "/hand-tools/hand-tools/punches-and-chisels/electricians-chisels/" }
912,1041,Poinçons à cuir,{ "url": "/hand-tools/hand-tools/punches-and-chisels/leather-punches/" }
912,921,Ciseaux de maçonnerie,{ "url": "/hand-tools/hand-tools/punches-and-chisels/masonry-chisels/" }
912,1004,Emporte-pièce pour métal,{ "url": "/hand-tools/hand-tools/punches-and-chisels/metal-hole-punches/" }
912,942,Chasse-goupilles,{ "url": "/hand-tools/hand-tools/punches-and-chisels/pin-punches/" }
912,933,Porte-poinçon/ciseaux,{ "url": "/hand-tools/hand-tools/punches-and-chisels/punch-and-chisel-holders/" }
912,1011,Jeux de poinçons et ciseaux,{ "url": "/hand-tools/hand-tools/punches-and-chisels/punch-and-chisel-sets/" }
912,992,Poinçons à goujon,{ "url": "/hand-tools/hand-tools/punches-and-chisels/stud-punches/" }
912,1020,Ciseaux à bois,{ "url": "/hand-tools/hand-tools/punches-and-chisels/wood-chisels/" }
688,3299,Outils d’ébauche et de finition,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/" }
3299,3337,Brosses à nettoyer les limes,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/file-cleaning-brushes/" }
3299,3334,Manches de lime et porte-lime,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/file-handles-and-holders/" }
3299,3307,Jeux de limes,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/file-sets/" }
3299,3329,Trousses de polissage pour verre,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/glass-polishing-kits/" }
3299,3326,Limes et râpes manuelles,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/hand-files-and-rasps/" }
3299,3323,Ponceuses à main,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/hand-sanders/" }
3299,3332,Rabots,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/planers/" }
3299,3303,Blocs de ponçage,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/sanding-blocks/" }
3299,3320,Feuilles de papier abrasif,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/sanding-sheets/" }
3299,3311,Meules d’affûtage,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/sharpening-stones/" }
3299,3314,Restaurateurs de filetage,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/thread-restorer/" }
3299,3317,Brosses métalliques,{ "url": "/hand-tools/hand-tools/rough-and-finishing-tools/wire-brushes/" }
688,2896,Produits à fileter,{ "url": "/hand-tools/hand-tools/threading-products/" }
2896,2899,Jeux d’extracteurs d’écrou,{ "url": "/hand-tools/hand-tools/threading-products/nut-extractor-sets/" }
2896,2917,Ensembles d’extracteurs de vis,{ "url": "/hand-tools/hand-tools/threading-products/screw-extractor-sets/" }
2896,2905,Extracteurs de vis,{ "url": "/hand-tools/hand-tools/threading-products/screw-extractors/" }
2896,2926,Adaptateurs de taraud,{ "url": "/hand-tools/hand-tools/threading-products/tap-adapters/" }
2896,2931,Jeux de tarauds et de filières,{ "url": "/hand-tools/hand-tools/threading-products/tap-and-die-sets/" }
2896,2922,Outils à tarauder,{ "url": "/hand-tools/hand-tools/threading-products/tapping-tools/" }
2896,2911,Porte-taraud/filière,{ "url": "/hand-tools/hand-tools/threading-products/taps-and-dies-holders/" }
2896,2943,Trousses de restauration des filets,{ "url": "/hand-tools/hand-tools/threading-products/thread-repair-kits/" }
2896,2939,Filières de filetage,{ "url": "/hand-tools/hand-tools/threading-products/threading-dies/" }
2896,2934,Tarauds de filetage,{ "url": "/hand-tools/hand-tools/threading-products/threading-taps/" }
688,3035,Tuiles et revêtement de sol,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/" }
3035,3064,Rouleaux pour coutures de tapis,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/carpet-seam-rollers/" }
3035,3068,Outils pour tapis d’escalier,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/carpet-stair-tools/" }
3035,3060,Tendeurs de tapis,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/carpet-stretchers/" }
3035,3066,Cisailles et couteaux à tapis,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/carpet-trimmers-and-cutters/" }
3035,3062,Éponges de nettoyage,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/cleaning-sponges/" }
3035,3053,Raclettes pour béton,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/concrete-floats/" }
3035,3072,Sacs à coulis,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/grout-bags/" }
3035,3041,Trousses d’outils d’installation et de réparation,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/installation-tools-and-repair-kits/" }
3035,3050,Coup de genou,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/knee-kickers/" }
3035,3039,Jeux de tampons de lissage,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/screeding-pad-sets/" }
3035,3075,Brosses à coulis et carreaux,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/tile-and-grout-brushes/" }
3035,3056,Molettes de coupe-carreaux,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/tile-cutter-wheels/" }
3035,3046,Coupe-carreaux,{ "url": "/hand-tools/hand-tools/tiling-and-flooring/tile-cutters/" }
688,2351,Organisation et rangement des outils,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/" }
2351,2379,Organisateurs de tiroirs,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/drawer-organizers/" }
2351,2357,Supports et pinces de suspension,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/hangers-and-clips/" }
2351,2372,Jeux d’outils pour mécanicien,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/mechanics-tool-sets/" }
2351,2390,Boîtiers à onglets,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/mitre-boxes/" }
2351,2386,Porte-douilles/clés,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/sockets-and-wrench-holders/" }
2351,2403,Porte-outils,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/tool-holders/" }
2351,2416,Jeux d'outils,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/tool-sets/" }
2351,2411,Plateaux de rangement utilitaires,{ "url": "/hand-tools/hand-tools/tool-organizers-and-storage/utility-storage-trays/" }
688,2516,Outils de tirage de fils,{ "url": "/hand-tools/hand-tools/wire-pulling-tools/" }
2516,2521,Tiges pour tirage de fils,{ "url": "/hand-tools/hand-tools/wire-pulling-tools/fish-rods/" }
2516,2535,Ruban de tirage,{ "url": "/hand-tools/hand-tools/wire-pulling-tools/fish-tapes/" }
2516,2529,Guides de perçage de fil,{ "url": "/hand-tools/hand-tools/wire-pulling-tools/wire-piercing-guides/" }
688,1051,Clés et tournevis,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/" }
1051,1060,Jeux de clés réglables,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/adjustable-wrench-sets/" }
1051,1074,Clés réglables,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/adjustable-wrenches/" }
1051,1313,Porte-embouts,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/bit-holders/" }
1051,1304,Jeux de clés polygonales,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/box-end-wrench-sets/" }
1051,1449,Clés polygonales,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/box-end-wrenches/" }
1051,1441,Poignées articulées,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/breaker-bars/" }
1051,1398,Jeux de clés mixtes,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/combination-wrench-sets/" }
1051,1494,Clés mixtes,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/combination-wrenches/" }
1051,1417,Jeux de clés à ergots,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/crowfoot-wrench-sets/" }
1051,1539,Jeux de clés fixes à deux têtes,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/dog-bone-wrench-sets/" }
1051,1486,Clés fixes à deux têtes,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/dog-bone-wrenches/" }
1051,1431,Jeux de clés pour écrous évasés,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/flare-nut-wrench-sets/" }
1051,1550,Clés pour écrous évasés,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/flare-nut-wrenches/" }
1051,1570,Jeux de clés hexagonales et Torx,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/hex-and-torx-key-sets/" }
1051,1531,Clés hexagonales et Torx,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/hex-and-torx-keys/" }
1051,1505,Perceuse à percussion et forets,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/impact-drill-and-drivers/" }
1051,1558,Jeux de douilles pour clés à chocs,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/impact-socket-sets/" }
1051,1671,Tournevis isolés,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/insulated-screwdrivers/" }
1051,1477,Jeux de tournevis multifonctions,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/multi-driver-sets/" }
1051,1464,Tournevis multifonctions,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/multi-drivers/" }
1051,1597,Jeux de tournevis à douilles,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/nut-driver-sets/" }
1051,1587,Tournevis à douilles,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/nut-drivers/" }
1051,1629,Clés coudées,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/offset-wrenches/" }
1051,1644,Jeux de clés à fourche,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/open-end-wrench-sets/" }
1051,1616,Clés à fourche,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/open-end-wrenches/" }
1051,1604,Jeux de clés pour tuyaux,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/pipe-wrench-sets/" }
1051,1577,Clés pour tuyaux,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/pipe-wrenches/" }
1051,1655,Jeux de clé à cliquet,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/ratchet-sets/" }
1051,1184,Accessoires de clé à cliquet,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/ratcheting-wrench-accessories/" }
1051,1160,Jeux de clés à cliquet,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/ratcheting-wrench-sets/" }
1051,1120,Clés à cliquet,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/ratcheting-wrenches/" }
1051,1663,Cliquets,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/ratchets/" }
1051,1206,Jeux d’embouts de tournevis,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/screwdriver-bit-sets/" }
1051,1090,Embouts de tournevis,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/screwdriver-bits/" }
1051,1196,Jeux de tournevis,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/screwdriver-sets/" }
1051,1152,Tournevis,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/screwdrivers/" }
1051,1110,Accessoires de douille,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/socket-accessories/" }
1051,1213,Jeux de douilles,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/socket-sets/" }
1051,1233,Jeux de clés à douille,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/socket-wrench-sets/" }
1051,1222,Clés à douille,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/socket-wrenches/" }
1051,1141,Douilles,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/sockets/" }
1051,1173,Jeux de douilles et d’embouts,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/sockets-and-bit-sets/" }
1051,1284,Clés à ergots,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/spanner-wrenches/" }
1051,1257,Marteaux spécialisés,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/specialty-hammers/" }
1051,1244,Jeux de clés à cliquet à entraînement cannelé,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/spline-drive-ratcheting-wrench-sets/" }
1051,1334,Barres en T,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/t-bars/" }
1051,1374,Jeux de clés de taraudage,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/tap-wrench-sets/" }
1051,1326,Clés de taraudage,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/tap-wrenches/" }
1051,1295,Tournevis au couple,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/torque-screwdrivers/" }
1051,1347,Jeux de clés dynamométriques,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/torque-wrench-sets/" }
1051,1406,Clés dynamométriques,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/torque-wrenches/" }
1051,1274,Accessoires pour clés,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/wrench-accessories/" }
1051,1384,Jeux de clés,{ "url": "/hand-tools/hand-tools/wrenches-and-drivers/wrench-sets/" }
25,541,Quincaillerie et fixations,{ "url": "/hand-tools/hardware-and-fasteners/" }
541,641,Quincaillerie variée,{ "url": "/hand-tools/hardware-and-fasteners/miscellaneous-hardware/" }
641,677,Flans,{ "url": "/hand-tools/hardware-and-fasteners/miscellaneous-hardware/blanks/" }
641,667,Clapets de non-retour,{ "url": "/hand-tools/hardware-and-fasteners/miscellaneous-hardware/check-valves/" }
641,650,Porte-clés,{ "url": "/hand-tools/hardware-and-fasteners/miscellaneous-hardware/key-chains/" }
541,553,Fixations spécialisées,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/" }
553,623,Œillets,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/eyelets/" }
553,612,Anneaux ouverts,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/hog-rings/" }
553,601,Clous,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/nails/" }
553,590,Rivets,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/rivets/" }
553,578,Agrafes,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/staples/" }
553,569,Rondelles,{ "url": "/hand-tools/hardware-and-fasteners/specialty-fasteners/washers/" }
25,41,Instruments de mesure et d’essai,{ "url": "/hand-tools/measuring-and-testing-instruments/" }
41,397,Essai et mesure électriques,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/" }
397,428,Appareils de vérification de circuit,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/circuit-testers/" }
397,435,Traceurs, détecteurs et analyseurs de circuit,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/circuit-tracers-finders-and-analyzers/" }
397,480,Appareils de vérification d’allumage,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/ignition-testers/" }
397,486,Multimètres,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/multimeters/" }
397,466,Trousses d’inspection professionnelles,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/professional-inspection-kits/" }
397,444,Accessoires de tachymètre,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/tachometer-accessories/" }
397,454,Tachymètres,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/tachometers/" }
397,406,Sondes d’essai, fils d’essai et pinces crocodiles,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/test-probes-test-leads-and-alligator-clips/" }
397,417,Testeurs de tension et vérificateurs de continuité,{ "url": "/hand-tools/measuring-and-testing-instruments/electrical-testing-and-measuring/voltage-and-continuity-testers/" }
41,56,Appareils afficheurs et de mesure enregistreur,{ "url": "/hand-tools/measuring-and-testing-instruments/indicating-and-recording-instruments/" }
56,92,Compteurs,{ "url": "/hand-tools/measuring-and-testing-instruments/indicating-and-recording-instruments/counters/" }
56,105,Détecteurs de fuites de gaz,{ "url": "/hand-tools/measuring-and-testing-instruments/indicating-and-recording-instruments/gas-leak-detectors/" }
56,80,Détecteurs de métal,{ "url": "/hand-tools/measuring-and-testing-instruments/indicating-and-recording-instruments/metal-detectors/" }
56,69,Chronomètres,{ "url": "/hand-tools/measuring-and-testing-instruments/indicating-and-recording-instruments/stopwatches/" }
41,116,Outils de mesure de précision,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/" }
116,264,Anémomètres,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/anemometers/" }
116,200,Calculatrices,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/calculators/" }
116,244,Appareils d’étalonnage,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/calibration-masters/" }
116,278,Dispositifs de positionnement et de centrage,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/centre-and-edge-finders/" }
116,181,Calibres de forme,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/contour-gauges/" }
116,191,Trousses d’entrepreneur,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/contractors-kits/" }
116,173,Accessoires de comparateur à cadran,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/dial-indicator-accessories/" }
116,128,Comparateurs à cadran,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/dial-indicators/" }
116,154,Détecteurs d’angle numériques,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/digital-angle-finders/" }
116,165,Pieds à coulisse numériques,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/digital-calipers/" }
116,234,Indicateurs numériques,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/digital-indicators/" }
116,222,Diviseurs et pieds à coulisse,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/dividers-and-calipers/" }
116,141,Appareils de mesure des distances au laser,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/laser-distance-meters/" }
116,340,Posemètres,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/light-meters/" }
116,310,Accessoires de micromètres,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/micrometer-accessories/" }
116,287,Micromètres,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/micrometers/" }
116,296,Jauges à onglets,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/mitre-gauges/" }
116,348,Détecteurs multifonctions,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/multi-function-detectors/" }
116,330,Jauges d’épaisseur,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/thickness-gauges/" }
116,357,Indicateurs de pas pour filets,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/thread-pitch-gauges/" }
116,374,Pieds à coulisse,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/vernier-calipers/" }
116,386,Balances,{ "url": "/hand-tools/measuring-and-testing-instruments/precision-measuring-tools/weighing-scales/" }
41,493,Mesure de la température et de l’humidité,{ "url": "/hand-tools/measuring-and-testing-instruments/temperature-and-humidity-measuring/" }
493,524,Thermomètres infrarouges,{ "url": "/hand-tools/measuring-and-testing-instruments/temperature-and-humidity-measuring/infrared-thermometers/" }
493,533,Détecteurs d’humidité,{ "url": "/hand-tools/measuring-and-testing-instruments/temperature-and-humidity-measuring/moisture-detectors/" }
493,500,Imageurs thermiques,{ "url": "/hand-tools/measuring-and-testing-instruments/temperature-and-humidity-measuring/thermal-imagers/" }
,32,Hydraulique,{ "url": "/hydraulics/" }
32,53,Systèmes hydrauliques,{ "url": "/hydraulics/hydraulics/" }
53,1624,VTT/véhicules utilitaires,{ "url": "/hydraulics/hydraulics/atv-utv/" }
53,919,Vérins,{ "url": "/hydraulics/hydraulics/cylinders/" }
919,1119,Cylindres de serrage,{ "url": "/hydraulics/hydraulics/cylinders/clamping-cylinders/" }
919,986,Accessoires de vérin,{ "url": "/hydraulics/hydraulics/cylinders/cylinder-accessories/" }
919,1107,Bouchons de reniflard cylindriques,{ "url": "/hydraulics/hydraulics/cylinders/cylinder-breather-plugs/" }
919,1100,Têtes de vérin,{ "url": "/hydraulics/hydraulics/cylinders/cylinder-ends/" }
919,1079,Goupilles de cylindre,{ "url": "/hydraulics/hydraulics/cylinders/cylinder-pins/" }
919,1093,Trousses de réparation pour cylindre,{ "url": "/hydraulics/hydraulics/cylinders/cylinder-repair-kits/" }
919,1032,Vérins hydrauliques,{ "url": "/hydraulics/hydraulics/cylinders/hydraulic-cylinders/" }
919,997,Vérins de levage hydrauliques,{ "url": "/hydraulics/hydraulics/cylinders/hydraulic-hoist-cylinders/" }
919,937,Vérins de presse hydrauliques,{ "url": "/hydraulics/hydraulics/cylinders/hydraulic-press-cylinders/" }
919,964,Vérins d’outil,{ "url": "/hydraulics/hydraulics/cylinders/implement-cylinders/" }
919,1022,Vérins pour fendeuse de bûches,{ "url": "/hydraulics/hydraulics/cylinders/log-splitter-cylinders/" }
919,952,Embouts de vérin pneumatique,{ "url": "/hydraulics/hydraulics/cylinders/pneumatic-cylinder-ends/" }
919,1070,Cylindres pneumatiques,{ "url": "/hydraulics/hydraulics/cylinders/pneumatic-cylinders/" }
919,1056,Trousses de commande de course,{ "url": "/hydraulics/hydraulics/cylinders/stroke-control-kits/" }
919,1045,Vérins télescopiques,{ "url": "/hydraulics/hydraulics/cylinders/telescopic-cylinders/" }
919,929,Cylindres à accouplement supérieur,{ "url": "/hydraulics/hydraulics/cylinders/top-link-cylinders/" }
919,1008,Trousses pour construire votre propre cylindre,{ "url": "/hydraulics/hydraulics/cylinders/u-build-cylinder-kits/" }
919,975,Vérins utilitaires,{ "url": "/hydraulics/hydraulics/cylinders/utility-cylinders/" }
53,1129,Raccords et connecteurs,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/" }
1129,1273,Passe-cloisons,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/bulkhead-unions/" }
1129,1253,Bagues,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/bushings/" }
1129,1286,Capuchons,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/caps/" }
1129,1208,Coupleurs,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/couplers/" }
1129,1262,Brides de décollage doubles,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/double-breakaway-clamps/" }
1129,1197,Coudes,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/elbows/" }
1129,1240,Mamelons,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/nipples/" }
1129,1219,Joints toriques,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/o-rings/" }
1129,1230,Bouchons,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/plugs/" }
1129,1154,Bouchons protecteurs de raccord rapide et capuchons,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/quick-coupler-dust-plug-and-caps/" }
1129,1166,Raccords rapides,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/quick-couplers/" }
1129,1186,Réducteurs,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/reducers/" }
1129,1175,Brides de réservoir,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/tank-flanges/" }
1129,1143,Tés,{ "url": "/hydraulics/hydraulics/fittings-and-connectors/tees/" }
53,440,Tuyaux et raccords de tuyau,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/" }
440,522,Raccords à sertir,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/crimp-fittings/" }
440,502,Raccords cannelés,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hose-barbs/" }
440,588,Colliers de serrage pour tuyau,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hose-clamps/" }
440,544,Viroles de tuyau,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hose-ferrules/" }
440,556,Raccords de réparation pour tuyau d’arrosage,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hose-inserts/" }
440,532,Manchon de tuyau et enveloppes protectrices,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hose-sleeves-and-wraps/" }
440,577,Ensembles de tuyau hydraulique,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hydraulic-hose-assemblies/" }
440,566,Tuyaux hydrauliques,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/hydraulic-hoses/" }
440,476,Raccords JIC,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/jic-fittings/" }
440,448,Coupleurs pour tuyau pneumatique,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/pneumatic-hose-couplers/" }
440,488,Tuyaux pneumatiques,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/pneumatic-hoses/" }
440,459,Raccords filetés,{ "url": "/hydraulics/hydraulics/hose-and-hose-fittings/threaded-fittings/" }
53,595,Lubrifiants et huiles,{ "url": "/hydraulics/hydraulics/lubricants-and-oils/" }
595,604,Trousses d’analyse de liquide,{ "url": "/hydraulics/hydraulics/lubricants-and-oils/fluid-analysis-kits/" }
595,615,Huiles hydrauliques,{ "url": "/hydraulics/hydraulics/lubricants-and-oils/hydraulic-oils/" }
53,231,Groupes pompe-moteur,{ "url": "/hydraulics/hydraulics/power-units/" }
231,381,Groupes pompe-moteur CA,{ "url": "/hydraulics/hydraulics/power-units/ac-power-units/" }
231,352,Soupapes à cartouche,{ "url": "/hydraulics/hydraulics/power-units/cartridge-valves/" }
231,241,Contacteurs,{ "url": "/hydraulics/hydraulics/power-units/contactors/" }
231,345,Soupapes de commande,{ "url": "/hydraulics/hydraulics/power-units/control-valves/" }
231,336,Groupes pompe-moteur CC,{ "url": "/hydraulics/hydraulics/power-units/dc-power-units/" }
